Page,Item,zid,State,City,Address,Lat,Lng,Price,Image,Bedrooms,Bathrooms,lotArea,constructedArea,zipCode,CountyId,taxRate,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,annualHOA,Zone,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days
10,1,2061782642,TX,Houston,"114 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/e12211706e870a6019979fe82409e49c-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,2,2061782752,TX,Houston,"109 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/12b6a7294304b5bf03af78dc37cfc859-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,3,2061783173,TX,Houston,"111 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/12b6a7294304b5bf03af78dc37cfc859-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,4,2061783219,TX,Houston,"110 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/e12211706e870a6019979fe82409e49c-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,5,2061783346,TX,Houston,"113 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/12b6a7294304b5bf03af78dc37cfc859-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,6,2061783462,TX,Houston,"108 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/e12211706e870a6019979fe82409e49c-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,7,2061783625,TX,Houston,"119 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/12b6a7294304b5bf03af78dc37cfc859-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,8,2061783793,TX,Houston,"106 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/e12211706e870a6019979fe82409e49c-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,9,2061783846,TX,Houston,"121 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/12b6a7294304b5bf03af78dc37cfc859-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
10,10,2061784471,TX,Houston,"123 Tolima Dove St, Houston, TX 77018",,,399000,https://photos.zillowstatic.com/fp/e12211706e870a6019979fe82409e49c-p_e.jpg,3,3,1912.284,1751,77018,1090,2.29,1,0,1,0,2023,2,2,1676,"$1,800 annually",,999,999.0,999,999.0,999,999.0,0,0,0
